positive_prob,neutral_prob,negative_prob
0.001619339,0.0023504014,0.9960303
0.010729328,0.019385641,0.969885
0.008595054,0.9873667,0.0040382296
0.28210068,0.71735084,5.4847327e-4
0.99845743,0.0011125215,4.3003543e-4
0.9110882,0.08380632,0.005105456
0.99739504,0.0014245425,0.0011804074
0.1206533,0.1844009,0.6949458
0.02817013,0.9710848,7.450604e-4
3.366028e-4,0.0029601885,0.9967032
4.475925e-4,0.0016962332,0.9978562
0.0010215087,0.009996538,0.9889819
5.106379e-4,4.6413482e-4,0.9990252
0.44626358,0.5522373,0.0014991486
5.189074e-4,0.0014700888,0.99801105
5.988902e-4,0.9978563,0.0015447533
8.938505e-4,0.99523383,0.0038723575
0.0021847521,0.99727494,5.4027303e-4
7.5100356e-4,0.99883264,4.1642122e-4
6.4761477e-4,0.9986958,6.565231e-4
0.07037038,0.8286974,0.10093227
0.00108043,5.076852e-4,0.9984119
0.0016477634,0.99789006,4.621432e-4
0.9983877,7.7850255e-4,8.3378283e-4
0.05861545,0.93156815,0.009816385
0.012046812,0.5728299,0.41512328
5.153437e-4,6.1006076e-4,0.9988746
8.5172284e-4,0.9960181,0.0031302324
0.016740073,0.9266735,0.056586426
0.0012150992,0.5645393,0.4342456
7.305616e-4,0.0036839019,0.99558556
5.6574057e-4,0.9988167,6.1754766e-4
0.0011625437,0.9855251,0.013312463
0.0017718376,0.24173814,0.75649
0.0010890092,0.99820757,7.0337334e-4
0.0038564885,0.995382,7.614428e-4
0.08857156,0.90890867,0.0025197682
0.002209782,0.9973538,4.3651075e-4
6.213873e-4,0.007234051,0.9921445
0.055705667,0.020919966,0.9233744
0.0054865787,0.9452199,0.049293555
4.336013e-4,0.006773713,0.9927927
0.011914129,0.9871925,8.9330197e-4
0.0012722557,0.09559917,0.9031286
0.00249261,0.9933587,0.004148702
5.269348e-4,3.634134e-4,0.9991097
6.449716e-4,0.12630181,0.87305325
0.0013529815,0.028783834,0.96986324
0.98789877,0.0115285935,5.7271536e-4
0.38615972,0.006681158,0.60715914
0.014807101,0.98432976,8.632063e-4
5.079627e-4,0.0017224224,0.9977696
0.20185497,0.0029153125,0.79522973
8.2558405e-4,0.9975056,0.0016687877
4.433727e-4,0.0019602738,0.9975963
0.0072554057,0.3957069,0.59703773
0.968566,0.030532226,9.017529e-4
0.17878972,0.069731146,0.7514791
0.0017375309,0.9978168,4.4564626e-4
0.001353549,4.7153563e-4,0.9981749
0.0036856413,0.27205294,0.7242614
0.0032616179,0.9658797,0.030858694
0.013142152,0.98617864,6.792689e-4
8.52295e-4,0.02511084,0.9740369
9.821375e-4,0.17310967,0.8259082
0.0013097189,3.7782546e-4,0.9983125
0.05190718,0.005237461,0.9428554
0.0014080001,0.98624927,0.012342797
6.3242007e-4,0.98353416,0.015833393
0.17395751,0.13516958,0.6908729
0.002724093,0.99693847,3.3734867e-4
0.08575595,0.07468048,0.8395635
0.09039263,0.59551036,0.31409702
0.99587953,0.0037826404,3.3784e-4
8.179187e-4,0.99871755,4.6455063e-4
0.005145874,0.039563715,0.95529044
0.19547167,0.008561052,0.7959672
0.009183799,0.98053426,0.010281939
0.008042059,0.9913004,6.5746694e-4
0.002340129,0.020616291,0.97704357
7.3998066e-4,0.0024353708,0.9968246
0.0027397582,0.98538744,0.011872773999999999
0.7086794,0.29034987,9.707596e-4
0.0011865536,0.99779296,0.0010204505
0.0015250287,0.9981255,3.494611e-4
0.03168742,0.96762496,6.8754435e-4
0.9988907,6.613279e-4,4.479177e-4
0.046899777,0.6635058,0.28959447
0.0017192772,0.9975745,7.062453e-4
4.9803423e-4,0.0039657326,0.9955362
0.01513673,0.9825974,0.0022658026
0.0010155094,0.9980288,9.5565047e-4
0.016699176,0.9634778,0.019823048
3.227993e-4,0.0051743435,0.9945029
0.0027892743,0.9962633,9.4732683e-4
0.01124622,0.97884905,0.009904686
0.004981538,0.9938403,0.0011781963
0.00841202,0.8556462,0.13594185
0.0024047159,0.9972691,3.2615787e-4
8.805927e-4,0.9963014,0.0028180522
0.0019275231,0.94877785,0.049294595
6.3915696e-4,0.9947187,0.0046421876
6.0907775e-4,0.9987123,6.7856617e-4
0.013113309,0.51199067,0.474896
9.275174e-4,0.9955485,0.0035240918
0.018068785,0.9810812,8.499765e-4
0.89274794,0.10146174,0.00579028
0.0048145186,0.99405056,0.001134924
9.7004854e-4,3.7631756e-4,0.99865365
0.0017674579,0.99747926,7.53283e-4
0.017946865,0.5610625,0.4209906
0.3804338,0.28067908,0.3388871
4.7007916e-4,0.04336414,0.9561658
0.0026397044,0.022584124,0.9747762
0.020482821,0.17306364,0.8064535
0.01929027,0.9673545,0.013355259
0.0013722107,0.96204126,0.036586545
8.719208e-4,0.99214244,0.006985681
0.0011320465,0.99441886,0.004449087
5.81118e-4,0.003856976,0.99556196
0.75712484,0.17330167,0.06957347
7.414561e-4,0.019361464,0.9798971
0.0038610094,0.9945446,0.0015944126
0.31977275,0.4667735,0.21345372
0.011634314,0.9861935,0.002172164
3.472734e-4,0.9957021,0.0039505926
0.45977446,0.536367,0.0038584368
4.0290004e-4,4.8168746e-4,0.9991154
0.9965062,0.0011107799,0.0023829371
0.011437929,0.98718923,0.0013729187
0.05145803,0.93001926,0.018522762
0.99801123,0.0015000093,4.8874575e-4
0.9981553,8.961825e-4,9.485119e-4
0.0015671554,0.0012935341,0.99713933
0.05459048,0.9442587,0.0011509054
6.076232e-4,8.8695786e-4,0.9985055
0.7176555,0.07750943,0.20483515
4.9442716e-4,4.212263e-4,0.99908435
0.0017946447,0.9956239,0.0025814814
0.0040809405,0.98299617,0.012922806
0.007344719,0.15096956,0.84168565
0.0015230787,0.995672,0.0028050116
6.172593e-4,7.843936e-4,0.9985984
7.693506e-4,0.99717736,0.0020532408
4.0015526e-4,0.0028531626,0.99674666
0.84049314,0.075583555,0.08392328
0.0012396069,0.99765307,0.0011073743
0.0038365219,0.9896271,0.0065364176
0.0032698927,0.9958454,8.8479405e-4
0.34151366,0.004173095,0.65431327
9.0478803e-4,0.99872357,3.7161828e-4
0.15248238,0.84188306,0.005634558
0.79321027,0.005284844,0.20150487
0.029739505,0.23293781,0.7373227
0.0075306953,9.5302006e-4,0.99151635
0.0010263223,3.2984786e-4,0.9986438
0.066781774,0.44308427,0.490134
0.10691045,0.8827289,0.010360636
0.0012554796,0.6709197,0.32782483
0.0015707696,0.9964282,0.0020010779
0.0029402813,0.9894274,0.007632355
3.6571547e-4,0.0010110622,0.99862325
0.0019657807,0.9971022,9.3202025e-4
0.0102934,0.27162737,0.71807927
6.605465e-4,0.9983386,0.0010009344
0.61051124,0.38841215,0.0010766352
0.0053177574,6.7354814e-4,0.99400866
0.71013,0.28820124,0.0016688006
0.8327114,0.16495164,0.0023369605
9.97904e-4,0.9980544,9.478021e-4
0.029475063,0.56567675,0.40484825
0.0013930084,0.99792707,6.7989103e-4
0.0010973008,0.9983804,5.222841e-4
0.0012311966,0.011955054,0.9868138
8.6499774e-4,0.00300207,0.99613297
0.113942295,0.079304025,0.8067537
0.0022776402,7.824835e-4,0.9969399
0.0013096051,0.001098967,0.9975915
8.0089876e-4,0.9987238,4.7522283e-4
7.051846e-4,0.78933936,0.20995541
0.0011002299,0.99789727,0.0010025192
7.2575465e-4,3.526231e-4,0.99892163
5.2030635e-4,6.428598e-4,0.9988368
0.9958935,0.003636145,4.703731e-4
0.06663819,0.9323492,0.0010126143
0.01124868,0.9841622,0.0045891674
0.9817416,0.002566407,0.015691927
0.9888508,0.010380767,7.6841196e-4
0.002547211,0.0013708352,0.996082
0.9989213,4.690902e-4,6.096993e-4
0.9245873,0.027592445,0.04782019
0.004974456,0.9943065,7.189573e-4
6.0687383e-4,7.752329e-4,0.9986179
0.001337173,5.32691e-4,0.99813014
0.7067151,0.29184836,0.0014365211
0.04790954,0.9513901,7.003669e-4
0.007657404,0.9906465,0.0016961406
0.0022591976,0.049239878,0.948501
0.0014494176,0.99392164,0.0046289843
0.0020945587,0.99692744,9.779402e-4
8.79355e-4,0.99792767,0.0011930094
0.0011452676,0.9976083,0.001246458
0.0013214096,0.9975223,0.0011562976
0.002112434,0.9969819,9.05671e-4
0.00364656,0.99566615,6.8728253e-4
0.010527879,0.9873404,0.0021316984
0.0023019104,0.99106055,0.00663752
7.7111507e-4,0.9980014,0.0012274425
0.006879417,0.9882107,0.0049099615
0.9838072,0.015617657,5.7512696e-4
0.82948333,0.086861275,0.08365535
0.0012662215,0.3308054,0.6679284
5.780937e-4,0.0024483947,0.9969735
0.0010381613,4.2323282e-4,0.9985386
0.0392423,0.5609482,0.39980948
7.66056e-4,3.8148434e-4,0.9988525
0.9840008,0.0137022855,0.0022968499
0.001310504,0.0021643578,0.9965251
0.89669925,0.10183022,0.0014705977
0.0015807486,0.020672843,0.9777465
4.883697e-4,0.0023523476,0.99715924
0.0021388917,0.9165977,0.081263386
0.9978484,8.018483e-4,0.001349788
0.7781671,0.14992166,0.07191125
8.2064525e-4,0.9982377,9.416311e-4
0.02512909,0.4506563,0.52421457
0.99401546,0.005142477,8.4201124e-4
0.99806005,0.0010670387,8.728914e-4
0.001286609,0.99743146,0.0012819455
6.7335553e-4,0.0038189213,0.9955077
9.530115e-4,0.9925685,0.00647851
9.953991e-4,0.0012879063,0.99771667
8.071779e-4,0.0071656015,0.9920272
0.93849576,0.01720131,0.04430305
0.0044032913,0.10459401,0.8910027
0.015198442,0.97824895,0.0065525128
0.0014141004,0.008984731,0.9896012
0.06355059,0.13141246,0.8050369
5.6024676e-4,7.532189e-4,0.9986865
7.374515e-4,6.909837e-4,0.9985715
0.0021010218,0.0015910428,0.99630797
4.3602553e-4,0.002837915,0.99672604
0.001627608,0.031548712,0.9668237
0.98939484,0.008790021,0.0018151667
8.0067647e-4,0.99846953,7.2976825e-4
0.0025975555,0.9940811,0.0033213182
0.0010495834,0.10402996,0.8949205
0.86911666,0.124859095,0.0060242494
5.308515e-4,0.0014058936,0.99806327
0.0013623977,7.6602725e-4,0.9978715
0.0020359058,0.007284451,0.9906797
0.001726301,0.059891947,0.93838173
8.8232476e-4,0.0040407367,0.99507695
7.3967717e-4,0.9985948,6.654819e-4
8.185338e-4,0.9971898,0.0019916226
0.0037699211,0.9953205,9.096182e-4
0.001991824,0.27714607,0.7208621
0.001540776,4.2231116e-4,0.9980369
7.039207e-4,7.935745e-4,0.9985025
0.0019513243,0.0012452243,0.9968034
0.0013011824,0.0033222279,0.9953766
0.0030323134,0.6393064,0.35766125
0.40637717,0.5254919,0.06813096
0.0020110589,0.9916387,0.0063502137
0.0035153048,0.015210996,0.9812738
0.0049031964,0.9947285,3.6830004e-4
0.0015955211,0.34620368,0.6522008
5.9569883e-4,0.99876785,6.3649984e-4
0.0033463447,0.9955331,0.0011205922
3.9990625e-4,0.9954555,0.004144534
0.0024927065,0.9962501,0.0012571957
0.9963966,0.003199872,4.0352924e-4
0.006157693,0.9923334,0.0015088392
0.9896539,0.00919484,0.0011512924
0.7939228,0.20376281,0.0023144297
6.9403514e-4,0.99862087,6.850557e-4
8.4520935e-4,0.99596703,0.0031877977
0.037493907,0.96163714,8.6888723e-4
0.0013736255,0.99769837,9.2806236e-4
0.023077829,0.9762882,6.338993e-4
0.29234722,0.7065753,0.0010774581
0.0040883147,0.99507624,8.354267e-4
8.6105365e-4,0.9980009,0.0011380079
0.8448734,0.15438813,7.3841325e-4
0.0024072463,0.18664801,0.81094474
0.28698182,0.7113568,0.0016612984
0.060903877,0.9384656,6.30575e-4
0.9976278,0.0019517193,4.2052273e-4
0.003042874,0.9606535,0.036303587
0.0026418618,0.9968886,4.6952302e-4
0.0012694236,0.99820864,5.2190974e-4
5.8006897e-4,0.998071,0.001348967
0.0035765416,0.9951314,0.0012920796
0.0012085642,0.997827,9.644964e-4
0.005303637,0.99309194,0.0016043074
0.005147928,0.99408543,7.666426e-4
8.3128427e-4,0.9973961,0.0017725821
0.0050327284,0.89355445,0.101412825
0.0014270734,0.997823,7.4999046e-4
0.017135087,0.9654338,0.017431088
0.0010071412,0.98040956,0.018583283
0.003530796,0.16606192,0.83040726
0.0031612434,8.282541e-4,0.99601054
0.30977595,0.68737817,0.002845873
0.9347214,0.06399944,0.0012790883
0.014775532,0.98322415,0.0020003528
0.0017928311,0.25259694,0.74561024
5.7627534e-4,0.0050523626,0.99437135
6.801152e-4,0.99844605,8.7392546e-4
0.023272138,0.0019419275,0.9747859
0.001806808,0.0014694218,0.99672383
0.05601602,0.31178352,0.6322004
0.003462928,0.012908666,0.9836284
7.2642416e-4,6.907228e-4,0.99858284
0.5252647,0.47400686,7.2842225e-4
0.25210804,0.12527163,0.62262034
8.603564e-4,5.350173e-4,0.9986046
0.0017588334,0.99742585,8.153203e-4
0.0016698982,0.9975199,8.101345e-4
0.0018315829,0.99586284,0.0023055403
0.66645163,0.020550465,0.3129979
4.9875746e-4,0.0110176075,0.9884836
0.0011895779,0.99802667,7.837266e-4
0.0023235707,0.997092,5.843971e-4
0.16400784,0.011990569,0.82400155
0.90158576,0.09366601,0.00474821
4.339047e-4,0.992529,0.007037101
0.7279625,0.26684722,0.0051903217
5.1223626e-4,0.99647045,0.0030173976
0.002078115,0.0026919723,0.99522996
0.93733454,5.153339e-4,0.06215011
4.0588874e-4,5.2481994e-4,0.9990693
0.02013733,0.69971969999999994,0.28014296
0.9960679,3.8825205e-4,0.0035437602
0.9959849,5.7040196e-4,0.0034446765
0.9883392,0.0107596265,9.0118503e-4
0.002889834,0.035431072,0.96167916
6.447119e-4,4.13002e-4,0.9989423
0.0032762159,0.9495509,0.04717285
0.98398215,0.015151046,8.668689e-4
0.13034198,0.8626613,0.0069967383
0.036756277,0.95596737,0.0072763623
0.00478621,0.99471104,5.028065e-4
0.94866216,0.050213844,0.0011240448
0.0012652487,0.00353804,0.99519676
0.0010090293,0.052322827,0.94666815
0.03879444,0.95812196,0.003083603
8.042175e-4,0.0035947852,0.99560094
0.0019312769,0.124653935,0.87341475
0.60250527,0.3964703,0.0010244312
0.0011164527,0.993356,0.0055275983
0.003844243,0.95272094,0.043434862
0.016680045,0.9795576,0.0037624638
0.0016871226,0.9970323,0.0012805297
0.1218325,0.8756534,0.0025141635
0.0012495852,0.9964923,0.0022581427
0.0010571276,0.99799514,9.477535e-4
0.0066087195,0.1317566,0.8616347
0.9197574,0.07890216,0.0013404046
0.004122774,0.9949114,9.6587173e-4
0.0030344652,0.0031168757,0.9938486
0.0034456272,0.8091451,0.18740918
0.0010346923,3.2786114e-4,0.9986374
0.0032898476,0.9840019,0.012708301
0.0022388275,0.095794044,0.9019671
0.0020496058,0.083422564,0.91452783
8.4026053e-4,0.99254066,0.006619064
0.85008854,0.13650928,0.013402203
0.07729782,0.27172294,0.65097934
0.98237854,0.016536701,0.0010847708
0.014906443,0.41273338,0.57236016
0.004610842,0.83996516,0.1554239
0.071004696,0.9277899,0.0012053801
0.025706567,0.3528275,0.621466
0.5739623,0.07794789,0.34808987
0.9959644,0.003704139,3.3154042e-4
0.11294474,0.8824902,0.0045650033
0.0014985724,5.3671264e-4,0.99796474
0.053396806,0.6470408,0.29956242
0.9928114,0.006830156,3.5849094e-4
0.005081303,0.7404864,0.25443232
7.560406e-4,4.690367e-4,0.99877495
0.9968225,0.0021289263,0.0010485541
0.9453087,9.53384e-4,0.053737897
0.0066888127,0.0010859914,0.99222517
0.98948985,0.009873222,6.3699763e-4
0.0010270932,0.0017406789,0.99723226
0.84164447,0.033972286,0.124383315
0.0014647206,0.0098945005,0.9886408
0.27809054,0.72076845,0.001141006
0.011962989,0.98688555,0.0011514612
0.06626289,0.9285468,0.0051903306
0.0018895095,0.9442477,0.053862806
0.063687816,0.93523467,0.0010775396
9.953923e-4,0.9962077,0.0027968646
0.42206302,0.5761485,0.0017885094
0.001881955,0.9891991,0.008918972
0.12150031,0.31590658,0.56259316
0.027906295,0.97037315,0.0017205375
4.5180845e-4,0.0014678121,0.9980804
0.814653,0.18211326,0.0032338374
6.001002e-4,0.029845685,0.9695542
0.0013612247,0.065358184,0.9332806
0.025028896,0.019262012,0.95570916
0.002528409,0.034771547,0.9627
0.9663626,0.0093110455,0.024326392
6.789081e-4,0.001042832,0.99827826
0.080336206,0.040340357,0.8793234
0.3353624,0.6632537,0.0013839136
0.025883801,0.866338,0.107778184
0.0011470265,0.997726,0.0011269939
0.0022011718,0.81919754,0.17860131
0.19947103,0.59476787,0.2057611
0.002093486,0.60587865,0.39202783
0.0013146531,0.0024931785,0.9961921
0.19913252,0.43537578,0.36549175
0.006792939,0.0044414997,0.9887656
0.0013395553,0.014748402,0.98391205
0.0020008434,0.21917301,0.7788262
0.0016728073,6.8831793e-4,0.99763894
0.9850365,0.003943649,0.011019908
0.3368351,0.006258428,0.6569065
0.0018624046,0.0014656611,0.9966719
0.96448874,0.027827518,0.0076837577
0.0021345648,0.79010665,0.20775878
0.0034941067,0.02502057,0.9714854
0.06351558,0.7318504,0.20463398
0.10123968,0.20253843,0.6962219
0.0010197135,0.038735755,0.96024454
0.9789748,0.0011751927,0.019850021
5.7083304e-4,0.0047588,0.99467033
3.668594e-4,0.0015110152,0.99812216
0.59316903,0.38706738,0.019763552
0.05528951,0.7893121,0.15539835
0.03250158,0.2041636,0.76333475
0.26493177,0.73436296,7.0528995e-4
0.005866434,0.99260885,0.0015246688
0.09214106,0.11855105,0.7893079
0.99267817,0.0069483477,3.7344082e-4
0.7849105,0.20548776,0.009601721
0.99011046,0.0084156655,0.0014738658
0.0015774396,0.069740765,0.9286818
0.0018101957,0.01207694,0.9861129
0.97673094,0.020340271,0.002928832
0.17303053,0.8231973,0.0037720897
0.17538203,0.6748574,0.14976057
0.90840805,0.042810075,0.048781835
0.14426406,0.8522775,0.0034584785
0.06346484,0.9332121,0.0033230889
0.93627024,0.009712842,0.054016963
0.0011914079,2.640776e-4,0.9985446
0.7036104,0.26909912,0.027290523
0.9982261,6.852223e-4,0.0010886607
0.1716696,0.79254115,0.035789292
0.9962514,0.0034429461,3.0571234e-4
0.97729164,0.017519476,0.0051888768
0.004286969,0.5367622,0.45895094
0.048541635,0.9507628,6.9552986e-4
0.0047685034,0.4545289,0.5407026
7.773167e-4,7.478433e-4,0.9984748
0.9967152,0.0026229147,6.6187955e-4
0.99777824,0.0017769914,4.4472472e-4
0.12651236,0.8726187,8.6903386e-4
7.476215e-4,0.9985843,6.6815055e-4
0.0017539997,9.94925e-4,0.9972511
0.012371211,0.9869419,6.870296e-4
0.0030927,0.9109043,0.08600295
0.0060979994,0.99341935,4.8262934e-4
0.018343255,0.97600096,0.0056558074
0.99530977,0.004145625,5.446282e-4
0.9970964,0.0025345145,3.6909545e-4
0.36572784,0.63303924,0.0012329564
0.99843603,0.001029703,5.3426495e-4
0.07577516,0.92332166,9.032141e-4
0.45757484,0.19833285,0.34409225
0.0070155407,0.9478711,0.04511336
0.99268097,0.006561211,7.5784966e-4
0.005513774,0.9939135,5.727262e-4
0.9887794,0.010662815,5.5779604e-4
0.32904068,0.6093573,0.061601978
0.01317715,0.101424955,0.8853979
7.50755e-4,0.9982493,9.999343e-4
0.043070707,0.263661,0.6932683
0.015374997,0.9516352,0.032989834
0.002577383,0.98188204,0.0155405635
0.011478373,0.9468733,0.04164839
0.9928804,0.006570695,5.4899557e-4
0.004322964,0.012291255,0.98338574
0.9724832,0.0034916599,0.02402511
0.10289819,0.26527017,0.63183165
0.9984006,8.978833e-4,7.014714e-4
0.9454922,0.0024066872,0.052101117
0.9625204,0.03662602,8.535183e-4
0.050194535,0.947561,0.0022445305
0.007524856,0.32358915,0.66888595
0.11880326,0.42069408,0.46050268
0.0017872234,0.9972097,0.0010030669
0.9625204,0.03662602,8.535183e-4
0.0023337703,0.18882328,0.80884296
0.0943682,0.67865646,0.22697538
0.9969703,0.0026457282,3.8398796e-4
7.8676495e-4,0.9954348,0.0037784586
6.975208e-4,0.9987785,5.240526e-4
0.0010935004,0.99672514,0.0021814278
0.0019459121,0.99592376,0.0021304186
6.7829643e-4,0.0014538468,0.9978678
0.0012544885,7.9700194e-4,0.99794847
0.0020771325,0.111056104,0.8868667
3.9855574e-4,0.0020225549,0.9975789
6.4217433e-4,0.013563382,0.9857944
0.007852027,0.9871781,0.0049698893
0.0012028107,4.8784056e-4,0.9983094
0.059115916,0.93576986,0.005114253
0.00277151,0.99430275,0.0029257769
0.9987556,5.908484e-4,6.535828e-4
0.99768317,3.0468166e-4,0.0020121315
3.2902902e-4,7.3780335e-4,0.99893314
7.886983e-4,0.03968844,0.9595228
0.0040384256,0.8141519,0.18180968
0.0023222624,0.98048085,0.017196916
0.011885014,0.98419374,0.003921234
0.035439372,0.0060001854,0.95856047
9.512232e-4,0.0032570558,0.9957917
2.9567062e-4,0.004067377,0.995637
0.0051360405,9.3548384e-4,0.99392843
0.48683786,0.13147628,0.38168582
0.3298182,0.6667975,0.0033842751
6.2217505e-4,0.99716765,0.0022102052
4.231883e-4,0.0017829242,0.9977939
0.0884794,0.88478243,0.026738124
0.0021805596,0.94030946,0.057510026
0.6829363,0.03161715,0.28544655
8.7226025e-4,0.0014630503,0.9976647
7.616448e-4,0.006012439,0.9932259
0.0030733396,0.01734068,0.97958595
5.99895e-4,0.001501202,0.99789894
0.0012494733,0.9944589,0.0042915414
5.438757e-4,0.002014784,0.9974413
7.814311e-4,6.242161e-4,0.99859434
0.9668314,0.03216206,0.0010064712
0.5598076,0.17810865,0.26208374
0.09278044,0.095555685,0.81166387
0.013856672,0.0019026806,0.9842406
0.003522224,0.0056427596,0.99083495
0.007798518,0.9868476,0.0053538755
0.0012739071,0.0027530529,0.99597305
0.007500492,0.29457653,0.697923
0.23188065,0.116500415,0.651619
0.0011025764,9.0511504e-4,0.9979923
0.22790623,0.30954146,0.4625523
0.7286128,0.2701565,0.0012306743
0.004096221,0.004731144,0.9911726
0.006376345,0.9923408,0.001282844
0.020669855,0.0036610507,0.97566915
0.01701989,0.9813452,0.0016350005
0.002904321,0.9960258,0.0010699058
0.0010968971,0.99846625,4.368826e-4
0.99167705,0.007961921,3.6106436e-4
7.4947014e-4,0.028167767,0.97108275
0.4352347,0.4979486,0.06681675
7.2203984e-4,0.9951468,0.004131195
0.015549535,0.40389192,0.5805585
9.899664e-4,0.006793491,0.99221647
0.25235316,0.5396515,0.20799531
0.005146538,0.111359455,0.883494
0.044020806,0.010902165,0.94507706
0.85323524,0.14482817,0.0019366639
0.002628794,0.0010250875,0.9963462
0.9980484,9.424578e-4,0.0010091314
0.00526252,0.99220604,0.002531374
0.99258363,0.0068942695,5.221487e-4
0.99844235,6.365406e-4,9.2116394e-4
0.54736024,0.004391511,0.4482483
0.0031734274,9.877993e-4,0.99583876
9.138366e-4,2.773625e-4,0.99880886
8.7526016e-4,0.0035618101,0.9955629
0.9300896,0.0038874384,0.06602307
0.0040120427,0.0012737708,0.9947142
0.9950905,0.0033200108,0.001589479
0.99358505,0.0054110275,0.0010039553
0.037950862,0.23238729,0.7296619
0.010926943,8.132649e-4,0.9882598
0.0028935939,0.00272301,0.99438334
0.09482682,0.7750526,0.13012055
0.2424778,0.75122255,0.006299574
0.001053739,0.022390919,0.9765553
0.99149233,0.007346394,0.0011612382
0.6352047,0.2136792,0.15111615
0.0028501318,0.9963846,7.6525466e-4
7.8622514e-4,5.3330424e-4,0.9986804
0.85635597,0.042897765,0.10074618
0.9952496,0.0040271357,7.2320784e-4
0.9972355,0.0013790594,0.0013855691
8.330105e-4,0.99710387,0.002063071
0.9757883,0.003037586,0.021174148
8.914785e-4,0.0013476369,0.9977609
0.001786584,0.0024454747,0.99576795
0.012694929,0.006258008,0.9810471
0.11601274,0.0030005493,0.8809867
0.6950852,0.3034757,0.001439153
0.9975344,0.0013573874,0.0011082076
0.0016255303,0.85647225,0.14190222
0.0010648698,0.9959065,0.0030287162
0.0014849075,0.996637,0.0018781536
0.011599527,0.029823145,0.95857733
0.49477106,0.4800005,0.02522839
0.0029026757,0.99596244,0.0011349705
0.0069085625,0.9769389,0.016152592
0.0052563306,0.98840326,0.0063403295
0.0022108634,0.9696194,0.028169727
0.023718914,0.92064655,0.055634577
0.0018718491,0.0074292882,0.9906989
0.09726952,0.109087,0.79364353
0.008574809,0.988901,0.0025242202
0.010880284,0.03021916,0.9589006
0.0023227597,0.003245145,0.99443215
0.013308949,0.9862877,4.0333587e-4
0.0010297069,8.3605835e-4,0.9981343
0.030164601,0.037514113,0.93232125
0.84451413,0.1523426,0.0031432237
0.09490073,0.0083947005,0.8967046
0.01078005,0.9857919,0.0034280762
0.076985836,0.921829,0.0011852157
0.05031441,0.7188301,0.23085551
0.002541538,0.0015758533,0.99588263
8.527207e-4,0.99840873,7.385315e-4
0.14966872,0.84925467,0.0010766045
0.046308015,0.6503905,0.30330145
0.010815839,0.9615781,0.027606152
0.0027096125,0.023427261,0.9738632
0.602884,0.36064446,0.036471553
0.0052837413,0.898559,0.096157245
0.0055926023,0.052812763,0.9415946
4.6014573e-4,0.0056406604,0.9938992
0.031176137,0.0030235162,0.9658004
0.010632704,0.952161,0.037206285
0.0010071895,0.9916005,0.007392402
0.0028357431,0.37829316,0.6188711
0.0032112487,0.9947108,0.0020780296
8.928314e-4,0.0015677371,0.9975394
0.96510345,0.028282795,0.0066137547
0.010881776,0.006913036,0.9822052
5.888084e-4,5.4759125e-4,0.9988636
0.06758876,0.9319078,5.034423e-4
0.008099646,0.1550287,0.8368716
4.130784e-4,0.0017304395,0.99785644
0.0012865883,6.338081e-4,0.99807966
0.99583423,4.4335946e-4,0.003722346
0.0035136214,0.2789026,0.7175838
